Date,Time,Title Job,Job ID,Title,Hebrew Title,Link
2025-07-13,21:54:11,sql,Job 1,Software Automation Engineer,מהנדס אוטומציה של תוכנה,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Software-Automation-Engineer_JR1999358?q=sql&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-13,22:59:51,intern,Job 9,Senior Product Quality Engineer,מהנדס איכות מוצר בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Product-Quality-Engineer_JR1999687?q=intern&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-14,14:23:12,machine,Job 14,Manufacturing Technologies and Process Engineer,טכנולוגיות ייצור ומהנדס תהליכים,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Manufacturing-Technologies-and-Process-Engineer_JR1998222?q=machine&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-14,17:18:28,algorithm,Job 1,Senior Network Algorithms Architect,אדריכל אלגוריתמי רשת בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Network-Algorithms-Architect_JR1999221?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:29,algorithm,Job 2,Senior Lab DSP Communication Engineer,מהנדס תקשורת בכיר במעבדה DSP,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Lab-DSP-Communication-Engineer_JR1996956?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:31,algorithm,Job 3,"Senior Software Engineer, RDMA Transport","מהנדס תוכנה בכיר, RDMA Transport",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Tel-Aviv/Senior-Software-Engineer--RDMA-Transport_JR1997817?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:32,algorithm,Job 4,Senior High-Performance System Architect,אדריכל מערכות בכיר בעל ביצועים גבוהים,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Tel-Aviv/Senior-High-Performance-System-Architect_JR1997252?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:32,algorithm,Job 5,Senior Performance Analysis Engineer,מהנדס ניתוח ביצועים בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Performance-Analysis-Engineer_JR1998088?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:33,algorithm,Job 6,Senior Firmware Design Engineer,מהנדס עיצוב קושחה בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Firmware-Design-Engineer_JR1994835?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:34,algorithm,Job 7,Senior Formal Verification Engineer,מהנדס אימות רשמי בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Formal-Verification-Engineer_JR1996938?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:34,algorithm,Job 8,Senior Formal Verification Engineer,מהנדס אימות רשמי בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Formal-Verification-Engineer_JR1997698?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:35,algorithm,Job 9,Senior Firmware Engineer,מהנדס קושחה בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Firmware-Engineer_JR1998399?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:35,algorithm,Job 10,"Senior Customer Program Manager, AI Datacenter","מנהל תכנית לקוחות בכיר, מרכז נתונים AI",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Tel-Aviv/Senior-Customer-Program-Manager--AI-Datacenter_JR1994183?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:35,algorithm,Job 11,Senior Firmware Engineer,מהנדס קושחה בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Firmware-Engineer_JR1999750?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:35,algorithm,Job 12,Senior Firmware Engineer,מהנדס קושחה בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Firmware-Engineer_JR1999095?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:36,algorithm,Job 13,"Senior System Software Architect, HPC Networking","אדריכל תוכנת מערכת בכיר, רשת HPC",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-System-Software-Architect--HPC-Networking_JR1985822?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:36,algorithm,Job 14,"Senior System Software Architect, HPC Networking","אדריכל תוכנת מערכת בכיר, רשת HPC",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-System-Software-Architect--HPC-Networking_JR1997718?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:36,algorithm,Job 15,Senior VLSI CAD and AI Automation Engineer,מהנדס אוטומציה של VLSI CAD ו- AI,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-VLSI-CAD-and-AI-Automation-Engineer_JR1997583?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:36,algorithm,Job 16,Senior Data Scientist and System Architect,מדען נתונים בכיר ואדריכל מערכות,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Data-Scientist-and-System-Architect_JR1996660?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:37,algorithm,Job 17,Senior ML Engineer,מהנדס ML בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-ML-Engineer_JR1993435?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:37,algorithm,Job 18,Senior Software Architect - Deep Learning and HPC Communications,אדריכל תוכנה בכיר - למידה עמוקה ותקשורת HPC,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Tel-Aviv/Senior-Software-Architect---Deep-Learning-and-HPC-Communications_JR1998164?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-14,19:26:10,Financial,Job 1,Senior Laboratory Manager,מנהל מעבדה בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Laboratory-Manager_JR1998644?q=Financial&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,19:26:10,Financial,Job 2,Senior Chip NPI & MP Manufacturing Controller,בקר בכיר NPI ו- MP,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Chip-NPI---MP-Manufacturing-Controller_JR1999408?q=Financial&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,19:26:11,Financial,Job 3,"Senior NPI Engineer, Chip","מהנדס בכיר ב- NPI, שבב",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-NPI-Engineer--Chip_JR1998972?q=Financial&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,19:26:13,Financial,Job 4,"Senior NPI Engineer, Chip","מהנדס בכיר ב- NPI, שבב",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-NPI-Engineer--Chip_JR1996023?q=Financial&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,19:26:13,Financial,Job 5,Senior Chip Architect,אדריכל שבבים בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Tel-Aviv/Senior-Chip-Architect_JR1966239?q=Financial&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-15,11:35:21,ai,Job 20,Senior Networking PCIe Application Engineer,מהנדס יישומי PCIE בכיר ברשת,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Networking-PCIe-Application-Engineer_JR1998243?q=ai&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-15,11:35:39,deep,Job 20,Senior Data Scientist and System Architect,מדען נתונים בכיר ואדריכל מערכות,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Data-Scientist-and-System-Architect_JR1996660?q=deep&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-15,11:37:12,algorithm,Job 17,AI Network System Architect,אדריכל מערכת רשת AI,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/AI-Network-System-Architect_JR1987028-1?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-15,13:18:11,ai,Job 1,AI Network System Architect,אדריכל מערכת רשת AI,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/AI-Network-System-Architect_JR1987028-1?q=ai&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-16,12:08:10,student,Job 1,Software Development Student,סטודנט לפיתוח תוכנה,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Software-Development-Student_JR1993572?q=student&locations=970bf8c909a701c749f87bdcd4008607
2025-07-16,12:08:12,student,Job 3,Thermal Engineer,מהנדס תרמי,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Thermal-Engineer_JR2000250?q=student&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-16,12:08:21,intern,Job 2,Software Development Student,סטודנט לפיתוח תוכנה,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Software-Development-Student_JR1993572?q=intern&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-16,17:52:28,data,Job 20,Senior Software Technical Program Manager,מנהל תוכנה טכני בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Software-Technical-Program-Manager_JR1997625-1?q=data&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-16,22:27:02,data,Job 10,Senior NPI Traceability Engineer,מהנדס עקיבות בכיר ב- NPI,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-NPI-Traceability-Engineer_JR2000278?q=data&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-16,22:27:51,machine,Job 16,Senior NPI Traceability Engineer,מהנדס עקיבות בכיר ב- NPI,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-NPI-Traceability-Engineer_JR2000278?q=machine&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-16,22:28:31,analyst,Job 1,"Senior NPI Engineer, PCB","מהנדס NPI בכיר, PCB",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-NPI-Engineer--PCB_JR1999859?q=analyst&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-17,16:26:17,intern,Job 3,Senior Engineering Vendor Management,ניהול ספק הנדסה בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Engineering-Vendor-Management_JR2000090?q=intern&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-17,16:26:39,data,Job 12,Senior Hardware Program Manager,מנהל תכנית חומרה בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Hardware-Program-Manager_JR1996732?q=data&locations=970bf8c909a701c749f87bdcd4008607
2025-07-17,16:26:41,data,Job 13,Senior Engineering Vendor Management,ניהול ספק הנדסה בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Engineering-Vendor-Management_JR2000090?q=data&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-17,16:27:03,ai,Job 18,"Senior Software Architect, Cyber Security","אדריכל תוכנה בכיר, אבטחת סייבר",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Raanana/Senior-Software-Architect--Cyber-Security_JR2000395?q=ai&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-17,16:27:22,deep,Job 11,"Senior Software Engineer, DOCA SW","מהנדס תוכנה בכיר, DOCA SW",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Tel-Aviv/Senior-Software-Engineer--DOCA-SW_JR2000085?q=deep&locations=970bf8c909a701c749f87bdcd4008607
2025-07-17,16:27:27,deep,Job 18,"Senior Software Engineer, DOCA","מהנדס תוכנה בכיר, DOCA",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Software-Engineer--DOCA_JR2000097?q=deep&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-17,16:27:41,machine,Job 5,Senior Electro-Mechanical Technician,טכנאי אלקטרו-מכני בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Electro-Mechanical-Technician_JR1998120?q=machine&locations=970bf8c909a701c749f87bdcd4008607
2025-07-17,16:27:46,machine,Job 9,Signal Integrity Lab Engineer,מהנדס מעבדה של יושרה,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Signal-Integrity-Lab-Engineer_JR1999850?q=machine&locations=970bf8c909a701c749f87bdcd4008607
2025-07-17,16:27:46,machine,Job 11,Senior Hardware Program Manager,מנהל תכנית חומרה בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Hardware-Program-Manager_JR1996732?q=machine&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-17,16:28:39,analyst,Job 14,"Senior Software Engineer, DOCA SW","מהנדס תוכנה בכיר, DOCA SW",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Tel-Aviv/Senior-Software-Engineer--DOCA-SW_JR2000085?q=analyst&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-20,19:29:18,python,Job 20,Senior VLSI Integration Engineer,מהנדס שילוב VLSI בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Tel-Aviv/Senior-VLSI-Integration-Engineer_JR1989467?q=python&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-21,00:31:05,intern,Job 5,"Field Operations Specialist, Professional Services - NVIS","מומחה לתפעול שדה, שירותים מקצועיים - NVIS",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Field-Operations-Specialist--Professional-Services---NVIS_JR2000460-1?q=intern&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-21,00:31:26,data,Job 12,"Senior Software Engineer, AI-Driven Performance Engineering","מהנדס תוכנה בכיר, הנדסת ביצועים מונעת AI",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Software-Engineer--AI-Driven-Performance-Engineering_JR2000092?q=data&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-21,00:31:49,ai,Job 12,"Senior Software Engineer, AI-Driven Performance Engineering","מהנדס תוכנה בכיר, הנדסת ביצועים מונעת AI",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Software-Engineer--AI-Driven-Performance-Engineering_JR2000092?q=ai&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-21,00:32:59,python,Job 14,QA and Automation Engineer,QA ומהנדס אוטומציה,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Raanana/QA-and-Automation-Engineer_JR2000298?q=python&locations=970bf8c909a701c749f87bdcd4008607
2025-07-21,00:33:00,python,Job 17,"Senior Software Engineer, AI-Driven Performance Engineering","מהנדס תוכנה בכיר, הנדסת ביצועים מונעת AI",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Software-Engineer--AI-Driven-Performance-Engineering_JR2000092?q=python&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-21,00:33:13,analyst,Job 1,Product Management and Configuration Change Analyst,ניהול מוצרים ותצורה שינוי אנליסט,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Product-Management-and-Configuration-Change-Analyst_JR2000399?q=analyst&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-21,19:58:17,student,Job 1,QA Infrastructure Automation Student,סטודנט לאוטומציה לתשתית QA,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/QA-Infrastructure-Automation-Student_JR1998759?q=student&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-21,19:58:30,intern,Job 2,QA Infrastructure Automation Student,סטודנט לאוטומציה לתשתית QA,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/QA-Infrastructure-Automation-Student_JR1998759?q=intern&locations=970bf8c909a701c749f87bdcd4008607
2025-07-21,19:58:37,intern,Job 17,Verification Software Engineer - Networking,מהנדס תוכנת אימות - רשת,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Verification-Software-Engineer---Networking_JR2000344?q=intern&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-21,19:58:48,data,Job 1,Data Analysis Expert,מומחה לניתוח נתונים,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Data-Analysis-Expert_JR2000323?q=data&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-21,19:59:12,ai,Job 20,"Senior Integration Manager, DOCA","מנהל אינטגרציה בכיר, DOCA",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Integration-Manager--DOCA_JR1999182?q=ai&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-21,19:59:55,junior,Job 5,Principal High Speed E2E Validation Engineer,מהנדס אימות E2E במהירות גבוהה,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Principal-High-Speed-E2E-Validation-Engineer_JR2000456?q=junior&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-21,20:00:07,python,Job 4,QA Virtualization Engineer,מהנדס וירטואליזציה של QA,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/QA-Virtualization-Engineer_JR2000271-1?q=python&locations=970bf8c909a701c749f87bdcd4008607
2025-07-21,20:00:10,python,Job 11,"Software QA Engineer, Networking","מהנדס QA תוכנה, רשת",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Software-QA-Engineer--Networking_JR2000242-1?q=python&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-21,20:01:02,algorithm,Job 5,Firmware Design Engineer,מהנדס עיצוב קושחה,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Tel-Aviv/Firmware-Design-Engineer_JR2000286?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-22,14:02:32,data,Job 7,Senior Product Manager – Datacenter Networking OS & Simulation,מנהל מוצר בכיר - מערכת הפעלה והדמיה של מרכזי נתונים,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Raanana/Senior-Product-Manager---Datacenter-Networking-OS---Simulation_JR2000687-1?q=data&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-22,14:03:01,ai,Job 20,Senior High-Performance System Architect,אדריכל מערכות בכיר בעל ביצועים גבוהים,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Tel-Aviv/Senior-High-Performance-System-Architect_JR2000465?q=ai&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-22,14:03:17,deep,Job 12,Senior Product Manager – Datacenter Networking OS & Simulation,מנהל מוצר בכיר - מערכת הפעלה והדמיה של מרכזי נתונים,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Raanana/Senior-Product-Manager---Datacenter-Networking-OS---Simulation_JR2000687-1?q=deep&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-22,14:04:56,algorithm,Job 5,Senior High-Performance System Architect,אדריכל מערכות בכיר בעל ביצועים גבוהים,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Tel-Aviv/Senior-High-Performance-System-Architect_JR2000465?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-23,12:35:43,intern,Job 12,Senior Project Manager,מנהל פרויקטים בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Project-Manager_JR1998108?q=intern&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-23,12:36:13,data,Job 16,"Senior Solution Architect, Networking Solutions Labs","אדריכל פתרונות בכירים, מעבדות פתרונות רשת",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Solution-Architect--Networking-Solutions-Labs_JR2000398?q=data&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-23,12:36:42,ai,Job 17,"Senior Software Engineer, Performance Engineering Tools","מהנדס תוכנה בכיר, כלי הנדסת ביצועים",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Software-Engineer--Performance-Engineering-Tools_JR2000647?q=ai&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-23,12:38:28,python,Job 18,"Senior Software Engineer, Performance Engineering Tools","מהנדס תוכנה בכיר, כלי הנדסת ביצועים",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Software-Engineer--Performance-Engineering-Tools_JR2000647?q=python&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
